track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,duration_ms_log,duration_ms_scaled,loudness_clipped,loudness_scaled,tempo_clipped,tempo_scaled,danceability_scaled,energy_scaled,valence_scaled,speechiness_log,speechiness_scaled,acousticness_scaled,liveness_scaled,instrumentalness_binary,key_sin,key_cos,mode_scaled,time_signature_orig,time_signature_1,time_signature_3,time_signature_4,time_signature_5,desc_danceability,desc_energy,desc_valence,desc_acousticness,desc_instrumentalness,desc_liveness,desc_speechiness,desc_loudness,desc_tempo,desc_popularity,desc_key,desc_mode,rag_doc
6KwkVtXm8OUp2XffN5k7lY,Hillsong Worship,No Other Name,No Other Name,50,440247,0,0.369,0.598,7,-6.984,1,0.0304,0.00511,0.0,0.176,0.0466,148.014,4,world-music,12.995093483474768,1.97884609154394,-6.984,0.2494207578229921,148.014,0.8570349051885185,-1.1355636108612628,-0.1783052735918983,-1.6441843644291203,0.0299470763679521,-0.5787526127751256,0.0051305220883534,0.1645543952144378,0,-0.4999999999999997,-0.8660254037844388,0.7561453467971482,4,False,False,True,False,節奏的律動較為內斂，動感元素不強，旋律走向更偏向平穩細緻。,能量感適中，音樂保持穩定張力而不過度強烈，呈現均衡的動態。,音樂帶有較內斂或偏沉靜的情緒色彩，呈現細膩而含蓄的氛圍。,音色以電子或合成元素為主，呈現現代化、光滑的聲響質地。,以人聲演唱為主要表現，歌詞與旋律線是聆聽重點。,音樂帶有輕微空間感或現場氛圍，增添自然氣息。,以旋律與歌唱為主，口語化元素很少。,音量與能量呈現平衡，聲音密度恰到好處，適合多數風格。,速度偏快，節奏推進明顯，音樂的律動更具動力。,廣受聽眾喜愛，旋律與風格具有普遍吸引力。,G 調（key=7）音色開放輕快，具有很好的擴展性。,採用大調呈現，使音樂在調性空間中傾向開放、明亮與自然延展。,這首由 Hillsong Worship 演出的歌曲《No Other Name》，收錄於專輯《No Other Name》。它屬於 world-music。G 調（key=7）音色開放輕快，具有很好的擴展性。採用大調呈現，使音樂在調性空間中傾向開放、明亮與自然延展。能量感適中，音樂保持穩定張力而不過度強烈，呈現均衡的動態。音樂帶有較內斂或偏沉靜的情緒色彩，呈現細膩而含蓄的氛圍。節奏的律動較為內斂，動感元素不強，旋律走向更偏向平穩細緻。速度偏快，節奏推進明顯，音樂的律動更具動力。
2dp5I5MJ8bQQHDoFaNRFtX,Internal Rot,Grieving Birth,Failed Organum,11,93933,0,0.171,0.997,7,-3.586,1,0.118,0.00521,0.801,0.42,0.0294,122.223,4,grindcore,11.450347686985502,-2.157539576656696,-3.586,0.9510033575929842,122.223,-0.0063261508059769,-2.2736571271818287,1.4103669007226949,-1.7102454850170854,0.1115413747329074,0.4218251249028815,0.0052309236947791,0.4119436276994829,1,-0.4999999999999997,-0.8660254037844388,0.7561453467971482,4,False,False,True,False,節奏的律動較為內斂，動感元素不強，旋律走向更偏向平穩細緻。,能量感偏高，音色、節奏與表現都具備明顯推力與張力。,音樂帶有較內斂或偏沉靜的情緒色彩，呈現細膩而含蓄的氛圍。,音色以電子或合成元素為主，呈現現代化、光滑的聲響質地。,器樂成分為主軸，旋律與音色更著重於非語詞性的音樂表達。,具有明顯的現場感，聲音中包含舞台空間的特性與觀眾互動的氛圍。,以說話、朗讀或說唱為主要構成，語音節奏佔顯著比重。,聲音厚實飽滿，動態範圍較集中，具備較強的存在感。,速度適中，節奏線條平穩自然，具備良好的聽覺節奏感。,屬於較少人聆聽的作品，具有獨特而個性化的風格。,G 調（key=7）音色開放輕快，具有很好的擴展性。,採用大調呈現，使音樂在調性空間中傾向開放、明亮與自然延展。,這首由 Internal Rot 演出的歌曲《Failed Organum》，收錄於專輯《Grieving Birth》。它屬於 grindcore。G 調（key=7）音色開放輕快，具有很好的擴展性。採用大調呈現，使音樂在調性空間中傾向開放、明亮與自然延展。能量感偏高，音色、節奏與表現都具備明顯推力與張力。音樂帶有較內斂或偏沉靜的情緒色彩，呈現細膩而含蓄的氛圍。節奏的律動較為內斂，動感元素不強，旋律走向更偏向平穩細緻。速度適中，節奏線條平穩自然，具備良好的聽覺節奏感。
5avw06usmFkFrPjX8NxC40,Zhoobin Askarieh;Ali Sasha,Noise A Noise 20.4-1,"Save the Trees, Pt. 1",0,213578,0,0.173,0.803,9,-10.071,0,0.144,0.613,0.00191,0.195,0.0887,75.564,3,iranian,12.271762066628238,0.0419722623332741,-10.071,-0.3879498971181394,75.564,-1.5682494384507817,-2.2621612330775807,0.6379298034369028,-1.482488249501602,0.1345308929576061,0.7037418837515128,0.6154618473895582,0.1838183108587651,0,-1.0,-1.8369701987210294e-16,-1.3224970625498953,3,False,True,False,False,節奏的律動較為內斂，動感元素不強，旋律走向更偏向平穩細緻。,能量感適中，音樂保持穩定張力而不過度強烈，呈現均衡的動態。,音樂帶有較內斂或偏沉靜的情緒色彩，呈現細膩而含蓄的氛圍。,以原聲樂器為主要呈現方式，音色溫暖自然、富有質地。,人聲與樂器的比重相對平衡，旋律與編曲彼此呼應。,音樂帶有輕微空間感或現場氛圍，增添自然氣息。,以說話、朗讀或說唱為主要構成，語音節奏佔顯著比重。,混音呈現較輕柔的動態範圍，聲音較為平穩細緻。,節奏步伐較為緩慢，呈現相對放鬆、柔和的節奏流動。,屬於較少人聆聽的作品，具有獨特而個性化的風格。,A 調（key=9）音色明朗清楚，具有流暢且動感的特質。,採用小調呈現，使音樂在調性空間中帶有內斂、細膩或柔和的色彩。,"這首由 Zhoobin Askarieh;Ali Sasha 演出的歌曲《Save the Trees, Pt. 1》，收錄於專輯《Noise A Noise 20.4-1》。它屬於 iranian。A 調（key=9）音色明朗清楚，具有流暢且動感的特質。採用小調呈現，使音樂在調性空間中帶有內斂、細膩或柔和的色彩。能量感適中，音樂保持穩定張力而不過度強烈，呈現均衡的動態。音樂帶有較內斂或偏沉靜的情緒色彩，呈現細膩而含蓄的氛圍。節奏的律動較為內斂，動感元素不強，旋律走向更偏向平穩細緻。節奏步伐較為"
75hT0hvlESnDJstem0JgyR,Bryan Adams,All I Want For Christmas Is You,Merry Christmas,0,151387,0,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock,11.927601356606448,-0.8795912931250139,-5.598,0.5355871743271737,109.991,-0.4157958277058515,0.6692917635056962,-0.5247074770138771,0.4736122572106374,0.0275178860367392,-0.6085413825139461,0.4076305220883535,0.098651525904897,0,1.2246467991473532e-16,-1.0,0.7561453467971482,3,False,True,False,False,節奏明確、律動鮮明，音樂的節拍更容易帶動身體自然律動。,整體能量層次較為柔和，音樂呈現平靜、輕巧的表現。,情緒介於中性與輕盈之間，整體感受平衡且自然。,原聲與電子音色並存，呈現兼具自然與現代感的音色平衡。,人聲與樂器的比重相對平衡，旋律與編曲彼此呼應。,音樂帶有輕微空間感或現場氛圍，增添自然氣息。,以旋律與歌唱為主，口語化元素很少。,聲音厚實飽滿，動態範圍較集中，具備較強的存在感。,速度適中，節奏線條平穩自然，具備良好的聽覺節奏感。,屬於較少人聆聽的作品，具有獨特而個性化的風格。,F♯/G♭ 調（key=6）音色透明細膩，呈現柔光般的明亮質地。,採用大調呈現，使音樂在調性空間中傾向開放、明亮與自然延展。,這首由 Bryan Adams 演出的歌曲《Merry Christmas》，收錄於專輯《All I Want For Christmas Is You》。它屬於 rock。F♯/G♭ 調（key=6）音色透明細膩，呈現柔光般的明亮質地。採用大調呈現，使音樂在調性空間中傾向開放、明亮與自然延展。整體能量層次較為柔和，音樂呈現平靜、輕巧的表現。情緒介於中性與輕盈之間，整體感受平衡且自然。節奏明確、律動鮮明，音樂的節拍更容易帶動身體自然律動。速度適中，節奏線條平穩自然，具備良好的聽覺節奏感。
4bY2oZGA5Br3pTE1Jd1IfY,Nogizaka46,バレッタ TypeD,月の大きさ,57,236293,0,0.555,0.941,9,-3.294,0,0.0481,0.484,0.0,0.266,0.813,92.487,4,j-idol,12.372832071401088,0.3126087127949065,-3.294,1.0112923861782808,92.487,-1.0017472031518462,-0.066445459166185,1.1873953674855586,1.2993762645601985,0.0469790011939946,-0.369892862127856,0.4859437751004016,0.2558045219507249,0,-1.0,-1.8369701987210294e-16,-1.3224970625498953,4,False,False,True,False,節奏具有適度的律動感，能帶出穩定的節拍與輕微的擺動感。,能量感偏高，音色、節奏與表現都具備明顯推力與張力。,音樂情緒較為明亮，旋律或和聲帶有正向輕快的特質。,以原聲樂器為主要呈現方式，音色溫暖自然、富有質地。,以人聲演唱為主要表現，歌詞與旋律線是聆聽重點。,具有明顯的現場感，聲音中包含舞台空間的特性與觀眾互動的氛圍。,具有一定比例的語音或說唱元素，語氣與節奏具明顯特色。,聲音厚實飽滿，動態範圍較集中，具備較強的存在感。,節奏步伐較為緩慢，呈現相對放鬆、柔和的節奏流動。,廣受聽眾喜愛，旋律與風格具有普遍吸引力。,A 調（key=9）音色明朗清楚，具有流暢且動感的特質。,採用小調呈現，使音樂在調性空間中帶有內斂、細膩或柔和的色彩。,這首由 Nogizaka46 演出的歌曲《月の大きさ》，收錄於專輯《バレッタ TypeD》。它屬於 j-idol。A 調（key=9）音色明朗清楚，具有流暢且動感的特質。採用小調呈現，使音樂在調性空間中帶有內斂、細膩或柔和的色彩。能量感偏高，音色、節奏與表現都具備明顯推力與張力。音樂情緒較為明亮，旋律或和聲帶有正向輕快的特質。節奏具有適度的律動感，能帶出穩定的節拍與輕微的擺動感。節奏步伐較為緩慢，呈現相對放鬆、柔和的節奏流動。
2zQt5C0AIv27RhfJCRZdZ4,BaianaSystem,Duas Cidades,"Jah Jah Revolta, Pt. 2",38,309493,0,0.776,0.8,8,-4.704,0,0.0438,0.00631,0.0731,0.35,0.583,143.989,4,samba,12.64269398481225,1.0352214258795074,-4.704,0.7201707070506502,143.989,0.7222968860974461,1.2038508393532346,0.6259848998706277,0.4160008148374121,0.0428679002271758,-0.4203066310697329,0.0063353413654618,0.3409713069045929,0,-0.8660254037844385,-0.5000000000000004,-1.3224970625498953,4,False,False,True,False,節奏明確、律動鮮明，音樂的節拍更容易帶動身體自然律動。,能量感適中，音樂保持穩定張力而不過度強烈，呈現均衡的動態。,情緒介於中性與輕盈之間，整體感受平衡且自然。,音色以電子或合成元素為主，呈現現代化、光滑的聲響質地。,器樂成分為主軸，旋律與音色更著重於非語詞性的音樂表達。,具有明顯的現場感，聲音中包含舞台空間的特性與觀眾互動的氛圍。,具有一定比例的語音或說唱元素，語氣與節奏具明顯特色。,聲音厚實飽滿，動態範圍較集中，具備較強的存在感。,速度偏快，節奏推進明顯，音樂的律動更具動力。,具一定熟悉度，風格親切易懂但仍保有自身特色。,G♯/A♭ 調（key=8）音色圓潤柔滑，呈現細膩而深邃的色彩。,採用小調呈現，使音樂在調性空間中帶有內斂、細膩或柔和的色彩。,"這首由 BaianaSystem 演出的歌曲《Jah Jah Revolta, Pt. 2》，收錄於專輯《Duas Cidades》。它屬於 samba。G♯/A♭ 調（key=8）音色圓潤柔滑，呈現細膩而深邃的色彩。採用小調呈現，使音樂在調性空間中帶有內斂、細膩或柔和的色彩。能量感適中，音樂保持穩定張力而不過度強烈，呈現均衡的動態。情緒介於中性與輕盈之間，整體感受平衡且自然。節奏明確、律動鮮明，音樂的節拍更容易帶動身體自然律動。速度偏快，節奏推進明顯，音樂的律動更具動力。"
6BctgCJXlgxYeR0ObhLdtR,Joe DeRosa,You Let Me Down,Please Stop Communicating,21,496201,0,0.627,0.815,6,-6.959,0,0.911,0.785,0.0,0.744,0.532,119.197,5,comedy,13.114738380864525,2.299220770640709,-6.959,0.2545824897224183,119.197,-0.1076223609350661,0.3474067285867478,0.6857094177020029,0.2201219107684467,0.647626665258136,6.9957526902457525,0.7881526104417671,0.7404440839501167,0,1.2246467991473532e-16,-1.0,-1.3224970625498953,5,False,False,False,True,節奏具有適度的律動感，能帶出穩定的節拍與輕微的擺動感。,能量感偏高，音色、節奏與表現都具備明顯推力與張力。,情緒介於中性與輕盈之間，整體感受平衡且自然。,以原聲樂器為主要呈現方式，音色溫暖自然、富有質地。,以人聲演唱為主要表現，歌詞與旋律線是聆聽重點。,具有明顯的現場感，聲音中包含舞台空間的特性與觀眾互動的氛圍。,以說話、朗讀或說唱為主要構成，語音節奏佔顯著比重。,音量與能量呈現平衡，聲音密度恰到好處，適合多數風格。,速度適中，節奏線條平穩自然，具備良好的聽覺節奏感。,屬於較少人聆聽的作品，具有獨特而個性化的風格。,F♯/G♭ 調（key=6）音色透明細膩，呈現柔光般的明亮質地。,採用小調呈現，使音樂在調性空間中帶有內斂、細膩或柔和的色彩。,這首由 Joe DeRosa 演出的歌曲《Please Stop Communicating》，收錄於專輯《You Let Me Down》。它屬於 comedy。F♯/G♭ 調（key=6）音色透明細膩，呈現柔光般的明亮質地。採用小調呈現，使音樂在調性空間中帶有內斂、細膩或柔和的色彩。能量感偏高，音色、節奏與表現都具備明顯推力與張力。情緒介於中性與輕盈之間，整體感受平衡且自然。節奏具有適度的律動感，能帶出穩定的節拍與輕微的擺動感。速度適中，節奏線條平穩自然，具備良好的聽覺節奏感。
1LDQFdGTEXOnycDC8CJ5p1,Cane Hill,A Form of Protest,A Form of Protest,54,189405,0,0.395,0.933,11,-3.6,0,0.116,8.74e-06,0.0125,0.328,0.194,92.53,4,metalcore,12.15164813821862,-0.2796583471521094,-3.6,0.9481127877293056,92.53,-1.000307765929258,-0.9861169875060368,1.1555422913088254,-1.0780559240415608,0.1097508639591192,0.3998683796985552,8.775100401606425e-06,0.3186657203690561,0,-0.5000000000000004,0.8660254037844384,-1.3224970625498953,4,False,False,True,False,節奏的律動較為內斂，動感元素不強，旋律走向更偏向平穩細緻。,能量感偏高，音色、節奏與表現都具備明顯推力與張力。,音樂帶有較內斂或偏沉靜的情緒色彩，呈現細膩而含蓄的氛圍。,音色以電子或合成元素為主，呈現現代化、光滑的聲響質地。,器樂成分為主軸，旋律與音色更著重於非語詞性的音樂表達。,具有明顯的現場感，聲音中包含舞台空間的特性與觀眾互動的氛圍。,以說話、朗讀或說唱為主要構成，語音節奏佔顯著比重。,聲音厚實飽滿，動態範圍較集中，具備較強的存在感。,節奏步伐較為緩慢，呈現相對放鬆、柔和的節奏流動。,廣受聽眾喜愛，旋律與風格具有普遍吸引力。,B 調（key=11）音色明亮集中，具有清晰穿透的聲響線條。,採用小調呈現，使音樂在調性空間中帶有內斂、細膩或柔和的色彩。,這首由 Cane Hill 演出的歌曲《A Form of Protest》，收錄於專輯《A Form of Protest》。它屬於 metalcore。B 調（key=11）音色明亮集中，具有清晰穿透的聲響線條。採用小調呈現，使音樂在調性空間中帶有內斂、細膩或柔和的色彩。能量感偏高，音色、節奏與表現都具備明顯推力與張力。音樂帶有較內斂或偏沉靜的情緒色彩，呈現細膩而含蓄的氛圍。節奏的律動較為內斂，動感元素不強，旋律走向更偏向平穩細緻。節奏步伐較為緩慢，呈現相對放鬆、柔和的節奏流動。
2DDR5F7bHFJBiX6lPPsT8O,Kano,I'm Ready (Disco Mix - Original 12 Inch Version),I'm Ready - Radio Edit,29,209226,0,0.914,0.766,5,-5.662,1,0.0387,0.192,0.65,0.0747,0.9,126.632,4,disco,12.251175065942494,-0.0131538139320119,-5.662,0.522373140664643,126.632,0.1412663774356474,1.9970675325463567,0.4906093261195093,1.6335226303249046,0.0379699312516286,-0.4803696356543144,0.1927710843373494,0.0618473081212612,1,0.4999999999999999,-0.8660254037844387,0.7561453467971482,4,False,False,True,False,節奏明確、律動鮮明，音樂的節拍更容易帶動身體自然律動。,能量感適中，音樂保持穩定張力而不過度強烈，呈現均衡的動態。,音樂情緒較為明亮，旋律或和聲帶有正向輕快的特質。,原聲與電子音色並存，呈現兼具自然與現代感的音色平衡。,器樂成分為主軸，旋律與音色更著重於非語詞性的音樂表達。,聲音質地精緻、乾淨，多為錄音室環境的呈現方式。,以旋律與歌唱為主，口語化元素很少。,聲音厚實飽滿，動態範圍較集中，具備較強的存在感。,速度適中，節奏線條平穩自然，具備良好的聽覺節奏感。,具一定熟悉度，風格親切易懂但仍保有自身特色。,F 調（key=5）音色沉穩圓潤，展現溫暖的包覆感。,採用大調呈現，使音樂在調性空間中傾向開放、明亮與自然延展。,這首由 Kano 演出的歌曲《I'm Ready - Radio Edit》，收錄於專輯《I'm Ready (Disco Mix - Original 12 Inch Version)》。它屬於 disco。F 調（key=5）音色沉穩圓潤，展現溫暖的包覆感。採用大調呈現，使音樂在調性空間中傾向開放、明亮與自然延展。能量感適中，音樂保持穩定張力而不過度強烈，呈現均衡的動態。音樂情緒較為明亮，旋律或和聲帶有正向輕快的特質。節奏明確、律動鮮明，音樂的節拍更容易帶動身體自然律動。速度適中，節奏線條平
2ScU6iEvgb0TIuKiyem9rg,Charlie Brown Jr.,Acústico (Ao Vivo),Proibida Pra Mim (Grazon) - Ao Vivo,48,151666,0,0.345,0.976,8,-4.74,1,0.0487,0.000587,0.0507,0.487,0.818,181.121,4,r-n-b,11.92944260706476,-0.8746609531139596,-4.74,0.7127378131154766,181.121,1.965301140728426,-1.2735143401122406,1.3267525757587686,1.3185800786846067,0.0475513018582223,-0.3628748312683542,0.0005893574297188,0.4798742776031633,0,-0.8660254037844385,-0.5000000000000004,0.7561453467971482,4,False,False,True,False,節奏的律動較為內斂，動感元素不強，旋律走向更偏向平穩細緻。,能量感偏高，音色、節奏與表現都具備明顯推力與張力。,音樂情緒較為明亮，旋律或和聲帶有正向輕快的特質。,音色以電子或合成元素為主，呈現現代化、光滑的聲響質地。,器樂成分為主軸，旋律與音色更著重於非語詞性的音樂表達。,具有明顯的現場感，聲音中包含舞台空間的特性與觀眾互動的氛圍。,具有一定比例的語音或說唱元素，語氣與節奏具明顯特色。,聲音厚實飽滿，動態範圍較集中，具備較強的存在感。,速度偏快，節奏推進明顯，音樂的律動更具動力。,廣受聽眾喜愛，旋律與風格具有普遍吸引力。,G♯/A♭ 調（key=8）音色圓潤柔滑，呈現細膩而深邃的色彩。,採用大調呈現，使音樂在調性空間中傾向開放、明亮與自然延展。,這首由 Charlie Brown Jr. 演出的歌曲《Proibida Pra Mim (Grazon) - Ao Vivo》，收錄於專輯《Acústico (Ao Vivo)》。它屬於 r-n-b。G♯/A♭ 調（key=8）音色圓潤柔滑，呈現細膩而深邃的色彩。採用大調呈現，使音樂在調性空間中傾向開放、明亮與自然延展。能量感偏高，音色、節奏與表現都具備明顯推力與張力。音樂情緒較為明亮，旋律或和聲帶有正向輕快的特質。節奏的律動較為內斂，動感元素不強，旋律走向更偏向平穩細緻。速度偏快，節奏推進明
