track_id,track_name,artists,album_name,track_genre,popularity,explicit,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18
6KwkVtXm8OUp2XffN5k7lY,No Other Name,Hillsong Worship,No Other Name,world-music,50,0,-0.686188016979786,-2.5261243970456624,0.4691433439766475,0.8572277898142677,-0.421592255511484,0.8254215709081987,-0.9999966324847148,-0.41622125125023524,-0.43923952249270437,-0.20971187609446496,0.4238893392508807,-0.2249322406778701,0.02449985896860496,-0.21308742099356182,0.10636233345449089,0.0005029458552513466,0.0,5.551115123125783e-17
2dp5I5MJ8bQQHDoFaNRFtX,Failed Organum,Internal Rot,Grieving Birth,grindcore,11,0,-0.10824494295768983,-1.6627701004690445,-2.3768005781779693,-0.07492355083425886,-0.5316461488400427,-2.572487608442498,-1.0249506968249738,-0.3624565059349423,-0.5386961243772068,0.5535922603157917,-0.11061056062602947,0.716572051595775,0.15396773947508557,0.05539794139901344,0.10620131776053945,0.037525466163040866,-2.220446049250313e-16,-2.7755575615628914e-16
5avw06usmFkFrPjX8NxC40,"Save the Trees, Pt. 1",Zhoobin Askarieh;Ali Sasha,Noise A Noise 20.4-1,iranian,0,0,-1.361621355691502,-1.5304242694558734,-0.1063132762670283,-2.0482354436677026,-0.9857324542083258,-1.5085718049566397,-0.3431703744329091,1.4509843948589212,-0.5687271894004868,-0.770111512375709,-0.7229304846471709,-0.25971705321229777,-0.4702736343538949,0.26556351178610416,-0.35848755442203556,0.2575382379224598,-4.440892098500626e-16,0.0
75hT0hvlESnDJstem0JgyR,Merry Christmas,Bryan Adams,All I Want For Christmas Is You,rock,0,0,-0.09811948415607169,1.2292262238615168,-0.13521030839819503,0.800731805235112,0.10522422699134262,-0.5482234027787884,-1.0011389344846675,-0.3882186841965861,-0.06539670516254244,-1.5413949336728223,-0.700273487032606,0.19481592465841147,-0.44871071324998346,-0.06189457257983433,0.014055856800966951,0.14646727121286307,-2.220446049250313e-16,-1.1102230246251565e-16
4bY2oZGA5Br3pTE1Jd1IfY,月の大きさ,Nogizaka46,バレッタ TypeD,j-idol,57,0,1.5970892097845464,0.2239148226229009,1.3482242607459645,-0.6601571337262334,0.08794476723852682,-1.0844235280739951,-0.3793908735809066,1.335578044213516,-0.24671170052757918,0.003118824979633228,0.15460556386092117,0.07133703045199258,0.04901922443047657,0.35549161596307555,-0.20030162472924173,0.0009842555237521422,0.0,-2.7755575615628914e-16
2zQt5C0AIv27RhfJCRZdZ4,"Jah Jah Revolta, Pt. 2",BaianaSystem,Duas Cidades,samba,38,0,1.6396936648759997,-0.27092080663193063,1.3505808831334352,-0.5149952943660773,0.9677176583635219,0.6652653323395342,-0.5569195939808592,-0.09473872359418256,-0.7243813866793631,-0.07733692970624739,-0.06703248282610197,-0.14614590783232206,-0.02300885088515403,0.0488895540936537,0.1975438215705419,-0.039984533468678585,4.440892098500626e-16,-4.996003610813204e-16
6BctgCJXlgxYeR0ObhLdtR,Please Stop Communicating,Joe DeRosa,You Let Me Down,comedy,21,0,2.1229901632386143,-0.2135931571407657,-1.904057477528596,-4.805857118347107,-3.322651083867779,3.6211475172605585,-1.1529945182994645,0.8547715917895043,0.7732038356475162,0.2127688492904567,0.9693967092947893,0.2989798184580389,-1.1295331257687404,0.6117226017792735,-0.01696600585383251,-0.6857435407900674,2.220446049250313e-16,-1.8318679906315083e-15
1LDQFdGTEXOnycDC8CJ5p1,A Form of Protest,Cane Hill,A Form of Protest,metalcore,54,0,0.5518996099360822,-1.160778752069576,0.19278610912288552,-1.5440484149436202,-0.611225369315561,-1.7141628531219033,0.7059861423435005,0.3189835298735707,-0.5109928068699126,0.07145415866505278,0.23513272092843618,-0.13692556277879658,-0.009279336202339783,0.00801357295160321,0.00806638188481526,0.037123354001025954,0.0,-1.6653345369377348e-16
2DDR5F7bHFJBiX6lPPsT8O,I'm Ready - Radio Edit,Kano,I'm Ready (Disco Mix - Original 12 Inch Version),disco,29,0,1.5903101992716246,1.6380024674524918,0.6044719452261967,1.1152887525168556,0.20638566738746886,0.5199158357298228,-0.7731437927490692,-0.7252153352268149,0.4852877499049833,0.2957326216490195,-0.7316852751468175,0.8250723720299717,0.12318017805410064,-0.03478774102226745,-0.010694206020330985,-0.03431716285028452,-4.440892098500626e-16,5.551115123125783e-17
2ScU6iEvgb0TIuKiyem9rg,Proibida Pra Mim (Grazon) - Ao Vivo,Charlie Brown Jr.,Acústico (Ao Vivo),r-n-b,48,0,1.5739945726482534,-0.7928854190938044,-1.6087932125379227,1.4528918514715934,1.2728364541496133,-0.4686201752733805,-0.8728986367682997,1.1690412734874274,-0.10446281603281973,0.3915877397772376,0.07976823470966687,-0.05368497546862955,0.024638072710831738,0.03167393090906456,0.2028708324622563,-0.028028920983821815,4.440892098500626e-16,-4.996003610813204e-16
4ifiz8TRTNdG9ORNWh2P0Q,I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show,Kacey Musgraves;Lana Del Rey,Jingle Bell Rock 2022,country,0,0,-2.408878395091523,0.7607878501220775,-1.1037733287268428,0.6523714259468261,0.9501131569374502,0.2653048397713899,-0.7257161237055415,-0.5096529037664794,0.4400268844810625,0.144661219381085,0.39243277795994214,-0.2668446548242938,0.125902002812891,0.30846404491855106,0.4819343104105562,-0.017826210020998823,1.1102230246251565e-15,-1.0547118733938987e-15
5xWxnLpw8ooMW1nJwY2hui,時間がない,KIRINJI,J-Pop 輕旅行,j-pop,0,0,0.7698589193389866,0.5217930321239721,1.5274637014486272,-0.510954825911452,0.843944316885044,0.6560824758827534,0.7854536599782804,0.4385168324896124,-0.42913046530107024,0.2147733978558657,-0.14807937172016272,-0.25257799317733864,-0.052237983249487696,-0.12674739238513633,-0.020610240920731826,-0.006729523433511186,0.0,5.551115123125783e-17
3i2L1PRDEwWcUC03y95UPG,Sur,Aníbal Troilo Y Su Orquesta Típica;Roberto Goyeneche,15 Grandes Exitos - Los Discos De Oro De Roberto Goyeneche,tango,28,0,-1.2255298107476817,-0.0483114278153595,0.8107029900723465,-0.8369857245589327,0.6766408869608201,-0.056572884430671704,0.5994475438055883,0.47178009319296876,1.1226043163840478,-0.09866132644474224,0.5192606517276626,-0.08410025063229226,0.12895569972517795,0.1254965610001717,-0.01060048957058092,0.024351035677464328,2.220446049250313e-16,-1.6653345369377348e-16
46JGS5Gcz5TilUnqGGHnnl,Pega pega (Participação especial de Jojo Maronttinni) - Ao vivo,Imaginasamba;Jojo Maronttinni,Antes e depois (Ao vivo),pagode,50,0,1.1318865668024145,-0.2350913595696329,-0.7524676682082534,1.056228511267631,0.24554786846417506,0.4709354837683269,0.5663018952921853,0.8942545333795868,-0.1423149219190263,-0.11032182114016242,0.4794832513758891,0.10490073177513515,0.17726433709356493,0.824809458230256,0.3843860903785743,-0.04893168622689359,1.1102230246251565e-15,-1.8318679906315083e-15
5pq4v03P5PxMcnCagg4S3Z,In Case You Didn’t Know,Boyce Avenue,"Cover Sessions, Vol. 4",acoustic,60,0,-0.7796203876705623,0.07525086749958272,-0.0489944771311045,1.0053873756380627,0.39522134662891023,0.8423687466403944,0.7882034375891444,-0.4483575268639477,-0.8742806257017037,-0.5086903613122018,0.8341775558310083,0.10825468410523142,0.1368554328161371,0.18674219974335804,-0.08495372811462597,-0.001915225642559526,2.220446049250313e-16,-2.7755575615628914e-16
